City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
695,Anadyr,RU,64.75,177.4833,-6.52,69,100,15.66,overcast clouds
696,Wagga Wagga,AU,-35.1167,147.3667,86.85,56,6,1.01,clear sky
697,Polunochnoye,RU,60.8697,60.4153,2.93,84,20,5.48,few clouds
698,Khani,GE,41.9563,42.9566,40.57,66,95,6.98,overcast clouds
699,Talara,PE,-4.5772,-81.2719,74.16,68,0,18.41,clear sky
700,Avera,US,33.194,-82.5271,54.91,50,100,6.17,overcast clouds
701,Gladstone,AU,-23.85,151.25,78.73,73,100,10.36,light rain
702,Sinazongwe,ZM,-17.2614,27.4618,72.09,92,100,4.81,light rain
703,Buala,SB,-8.145,159.5921,85.66,66,100,4.47,overcast clouds
704,Sacramento,US,38.4666,-121.3177,55.4,74,100,4.61,overcast clouds
705,Komyshuvakha,UA,47.7176,35.5288,30.78,90,89,10.89,overcast clouds
706,Otradnoye,RU,59.7775,30.8181,35.65,90,68,8.63,broken clouds
707,Omboue,GA,-1.5746,9.2618,78.01,83,100,5.53,overcast clouds
708,Pout,SN,14.7739,-17.0603,77.76,29,0,9.22,clear sky
709,Yushan,CN,31.3776,120.9543,34.99,53,62,3.74,broken clouds
710,Kiruna,SE,67.8557,20.2251,11.32,92,100,5.75,overcast clouds
711,Nha Trang,VN,12.25,109.1833,71.6,86,96,7.49,overcast clouds
712,Isiro,CD,2.7739,27.616,66.27,45,44,3.38,scattered clouds
713,Yinchuan,CN,38.4681,106.2731,13.3,63,0,2.82,clear sky
714,Acapulco,MX,16.8634,-99.8901,80.42,69,0,5.75,clear sky
715,Siderno,IT,38.2779,16.302,53.91,79,89,6.26,overcast clouds
